,issue_date,loan_amnt,loan_status,term,int_rate,installment,sub_grade,verification_status,addr_state,total_paymnt
44,11-15,13000.0,1,0,0.18,264.72,6,0,South,0
5603,11-15,4200.0,1,1,0.59,140.69,12,1,East,136.28
2806,11-15,23000.0,1,0,0.59,518.51,12,1,MidWest,0
6025,11-15,4200.0,1,1,13.67,142.88,14,1,MidWest,282.57
1321,11-15,4500.0,1,1,18.0,163.14,21,0,South,317.18
289,11-15,30000.0,0,0,14.65,708.2,15,1,East,1391.98
286,11-15,5000.0,1,1,0.89,440.92,5,1,East,154.24
3471,11-15,19200.0,1,0,0.99,407.85,8,1,South,837.0
4690,11-15,6000.0,1,1,7.524344210526315,200.99,12,1,East,393.59
284,11-15,35000.0,1,1,16.99,1247.68,20,1,South,2429.29
6757,11-15,10000.0,1,0,17.57,251.61,19,1,East,236.97
7551,11-15,15000.0,1,1,0.32,451.73,1,0,South,899.03
6022,11-15,25000.0,1,0,0.17,521.03,7,1,East,1016.59
279,11-15,12000.0,1,1,0.89,375.43,5,0,East,388.58
3244,11-15,21000.0,1,1,0.32,632.42,1,0,South,1258.63
5614,11-15,21000.0,1,0,12.0,467.67,11,1,East,453.61
2826,11-15,15000.0,1,0,0.18,305.44,6,0,0,604.06
273,11-15,11200.0,1,0,13.67,258.7,14,1,South,525.9
9817,11-15,16000.0,1,1,0.49,527.55,10,1,East,502.02
2829,11-15,24350.0,1,1,0.59,815.65,12,1,MidWest,798.62
7563,11-15,12000.0,1,0,7.524344210526315,274.15,13,0,MidWest,265.36
8001,11-15,30000.0,1,1,0.99,967.88,8,1,West,984.53
1490,11-15,11200.0,1,0,18.0,285.63,21,0,South,559.94
6017,11-15,35000.0,1,1,0.99,1129.19,8,1,South,2229.24
2842,11-15,34000.0,0,0,14.33,796.95,15,1,South,1566.83
5626,11-15,10000.0,1,1,0.24,305.31,2,1,South,603.69
7565,11-15,12000.0,1,1,0.99,387.15,8,1,South,764.31
7990,11-15,18000.0,1,0,0.89,554.89,3,1,MidWest,1096.0
3113,11-15,24000.0,1,0,14.33,562.56,15,1,East,524.35
315,11-15,10000.0,1,1,13.33,338.54,13,1,0,669.67
8793,11-15,4500.0,0,1,0.24,137.39,2,0,East,0.0
4011,11-15,24000.0,0,0,14.33,562.56,15,1,MidWest,1220.65
9472,11-15,5600.0,1,1,0.89,175.2,5,1,East,343.04
840,11-15,4875.0,1,1,0.32,146.81,1,0,West,292.18
8491,11-15,20675.0,1,0,15.41,496.32,16,1,South,966.09
4823,11-15,12000.0,1,0,0.69,271.14,12,0,MidWest,533.82
8490,11-15,9000.0,1,1,0.99,294.61,9,1,West,605.7
9253,11-15,20000.0,1,0,12.0,445.4,11,0,South,411.93
8854,11-15,15000.0,1,0,7.524344210526315,334.05,11,0,West,648.02
1907,11-15,3500.0,1,1,0.49,115.4,10,1,West,235.26
4228,11-15,4800.0,1,1,0.59,160.79,12,1,South,314.87
7157,11-15,14750.0,1,0,18.49,378.5,22,1,MidWest,741.85
5136,11-15,2000.0,1,1,0.17,440.92,7,0,East,128.98
9475,11-15,14000.0,1,0,17.57,352.25,19,1,East,677.17
7161,11-15,10000.0,1,0,7.524344210526315,199.25,4,0,West,390.43
1011,11-15,10000.0,1,1,0.49,329.72,10,1,West,646.67
8822,11-15,15000.0,1,0,0.59,338.16,12,1,East,322.42
6565,11-15,9700.0,1,1,7.524344210526315,327.68,13,1,South,309.92
6334,11-15,16000.0,1,1,0.24,488.5,2,1,West,505.13
2144,11-15,18000.0,0,1,0.24,549.56,2,0,West,1092.88
2145,11-15,15500.0,1,0,0.18,315.63,6,0,South,624.22
8819,11-15,14050.0,1,0,15.41,337.28,16,0,South,650.5
1195,11-15,3950.0,1,1,18.99,144.78,23,1,East,285.39
1667,11-15,15000.0,1,1,0.89,469.29,5,1,East,932.0
8478,11-15,28875.0,1,1,17.57,1037.69,19,0,South,1009.5
9255,11-15,20000.0,1,0,13.67,461.96,14,1,West,446.77
1666,11-15,8000.0,1,1,13.18,270.25,13,1,East,0
4054,11-15,20000.0,1,1,7.524344210526315,669.94,12,1,East,1325.89
4976,11-15,12500.0,1,0,19.19,325.57,23,1,South,631.15
8509,11-15,24000.0,1,1,0.32,722.76,1,1,East,1431.33
4824,11-15,24700.0,1,0,22.99,696.17,27,1,MidWest,1329.25
5118,11-15,10000.0,1,0,0.89,202.24,5,1,West,400.1
6346,11-15,12000.0,1,1,16.55,425.16,17,0,South,839.29
4858,11-15,10000.0,1,0,0.99,217.38,9,0,South,425.6
8825,11-15,20000.0,1,0,18.0,510.05,21,0,East,489.83
6345,11-15,12900.0,1,1,17.57,463.59,19,1,MidWest,438.41
5124,11-15,35000.0,1,0,17.57,880.61,19,1,West,812.28
4069,11-15,4200.0,1,1,13.18,141.88,13,0,South,266.84
8505,11-15,9975.0,0,1,0.99,440.92,9,0,West,317.39
850,11-15,7000.0,1,1,12.0,232.67,11,0,0,244.38
7049,11-15,3200.0,1,1,0.17,102.02,7,0,MidWest,99.57
7136,11-15,20000.0,1,0,0.99,440.92,8,1,West,838.6
4213,11-15,24000.0,1,0,19.99,635.72,24,1,West,1098.19
998,11-15,8000.0,1,1,0.59,267.98,15,1,West,530.36
8664,11-15,14000.0,1,1,0.99,451.68,8,1,0,895.59
1000,11-15,6400.0,1,1,0.59,214.38,12,1,South,424.28
2112,11-15,12000.0,1,0,17.57,301.93,19,1,South,592.15
4984,11-15,8000.0,1,1,0.49,263.78,10,1,South,522.45
5126,11-15,24000.0,1,0,15.41,576.14,16,1,South,535.05
7147,11-15,30000.0,1,1,0.49,440.92,10,1,East,969.99
9470,11-15,15000.0,1,1,12.0,498.58,11,0,South,977.08
7149,11-15,18075.0,1,0,15.41,433.91,16,1,West,836.87
8687,11-15,25000.0,1,0,23.99,719.06,28,1,South,1404.8
6553,11-15,24000.0,1,1,13.18,810.74,13,0,East,1603.91
8477,11-15,15000.0,1,1,0.18,471.3,6,1,MidWest,935.78
5154,11-15,24000.0,1,1,0.99,785.62,9,1,West,1549.26
2181,11-15,15000.0,1,0,0.49,329.82,10,0,MidWest,611.76
6465,11-15,35000.0,1,0,18.49,898.13,22,1,East,862.18
4006,11-15,15500.0,0,1,0.49,511.06,10,0,West,535.79
4005,11-15,25000.0,1,0,12.0,556.75,11,0,West,1088.4
4248,11-15,23350.0,1,0,16.99,580.19,18,1,South,23854.8
4001,11-15,18000.0,1,1,0.89,563.15,5,1,South,1118.41
1746,11-15,7800.0,1,1,12.0,440.92,11,1,West,254.04
8460,11-15,5000.0,1,1,17.57,179.69,19,1,South,354.5
789,11-15,21000.0,1,0,15.41,504.12,16,1,MidWest,468.16
788,11-15,18100.0,1,0,16.55,445.47,17,1,MidWest,412.19
1877,11-15,10200.0,1,1,0.49,336.31,10,1,MidWest,659.6
8458,11-15,2400.0,1,1,16.55,85.04,17,1,East,1365.67
5182,11-15,19000.0,1,1,0.32,572.19,1,0,East,1133.15
4955,11-15,4000.0,1,1,12.0,132.96,11,1,West,273.63
4953,11-15,14000.0,1,1,0.29,466.95,11,0,South,924.34
8455,11-15,16000.0,1,1,12.0,531.82,11,1,South,1047.57
4952,11-15,16000.0,1,1,0.99,523.75,9,1,MidWest,1027.96
1206,11-15,4800.0,1,1,13.99,164.03,14,1,0,324.33
2199,11-15,15000.0,1,1,0.49,494.57,10,1,East,532.86
6308,11-15,30000.0,1,0,13.67,692.93,14,1,West,1227.98
5187,11-15,13500.0,1,0,0.99,293.46,9,0,West,0
9237,11-15,25000.0,1,1,13.18,844.52,13,1,West,826.21
1042,11-15,6000.0,1,1,12.0,440.92,11,1,East,390.83
6463,11-15,12000.0,1,1,0.26,371.96,4,0,0,739.08
9480,11-15,12000.0,1,0,14.33,281.28,15,1,South,553.01
9246,11-15,19000.0,0,1,0.24,580.09,2,1,West,1147.01
4869,11-15,4500.0,1,1,7.524344210526315,150.74,12,0,South,298.33
9366,11-15,4000.0,1,1,13.33,135.42,13,1,South,267.88
8474,11-15,35000.0,1,1,0.29,1167.36,11,1,West,2298.87
4028,11-15,25000.0,1,1,7.524344210526315,818.35,9,0,West,787.82
2159,11-15,8500.0,1,1,0.59,284.73,12,1,South,563.51
9483,11-15,14400.0,1,0,17.57,362.31,19,1,East,0
1896,11-15,12000.0,1,1,0.32,361.38,1,1,South,352.51
8858,11-15,25000.0,1,0,18.0,637.56,21,1,West,1249.84
1136,11-15,5000.0,1,1,0.89,156.43,5,0,South,310.67
1744,11-15,5000.0,1,1,0.18,157.1,6,1,West,0
9486,11-15,8400.0,1,1,14.33,288.45,15,1,South,590.27
4234,11-15,5000.0,1,0,0.17,159.4,7,1,East,313.71
802,11-15,18500.0,1,0,14.33,433.64,15,1,West,904.09
8702,11-15,19000.0,1,1,12.0,631.53,11,1,0,1243.98
9489,11-15,10000.0,1,0,13.67,230.98,14,1,West,238.57
5171,11-15,28000.0,1,1,0.89,863.16,3,1,MidWest,1704.88
8470,11-15,12000.0,1,0,13.18,274.15,13,1,MidWest,561.48
9491,11-15,25000.0,1,0,0.89,505.6,5,0,West,478.2
4016,11-15,28000.0,1,1,0.26,867.9,4,1,South,879.19
9359,11-15,7600.0,0,1,12.0,252.62,11,1,West,497.61
4814,11-15,16000.0,1,1,12.0,531.82,11,0,South,1052.93
7189,11-15,20475.0,1,1,0.59,685.85,15,0,East,1343.06
4240,11-15,20000.0,1,1,12.0,664.77,11,1,South,1316.15
5175,11-15,23050.0,0,0,13.67,532.4,14,1,South,1029.79
4010,11-15,25000.0,1,0,12.0,556.75,11,0,MidWest,632.05
8510,11-15,28000.0,1,0,18.49,718.51,22,0,West,776.03
6445,11-15,19625.0,1,0,21.99,541.91,26,1,MidWest,1047.86
4205,11-15,10000.0,1,0,0.29,223.92,11,1,South,434.18
1974,11-15,16000.0,1,0,15.41,384.1,16,1,East,651.76
7093,11-15,24000.0,1,0,7.524344210526315,541.05,12,1,South,1048.53
6545,11-15,19200.0,1,0,13.67,443.48,14,1,West,421.61
6438,11-15,20000.0,1,0,13.67,461.96,14,1,0,908.73
9387,11-15,19200.0,1,1,0.99,619.44,8,1,East,1228.22
9417,11-15,13500.0,0,0,14.65,318.69,15,1,South,626.39
4392,11-15,16000.0,1,1,0.32,481.84,1,1,MidWest,491.29
4132,11-15,22400.0,1,0,13.18,511.74,13,0,West,1007.08
8626,11-15,2500.0,1,1,0.89,77.07,3,1,South,153.18
920,11-15,28000.0,1,1,0.32,843.22,1,1,South,859.77
9383,11-15,2800.0,1,1,0.99,91.66,9,1,South,181.61
6384,11-15,23000.0,1,1,0.18,722.65,6,0,MidWest,1424.4
915,11-15,15000.0,0,0,0.17,312.62,7,0,MidWest,613.78
4180,11-15,7200.0,1,1,12.0,239.32,15,1,West,469.0
8572,11-15,23000.0,1,0,16.99,571.49,18,1,South,1099.56
968,11-15,6000.0,1,1,7.524344210526315,193.58,8,1,South,383.83
5064,11-15,18000.0,1,1,0.99,589.22,9,0,South,1167.45
4129,11-15,10000.0,1,1,0.89,312.86,5,1,West,619.14
1170,11-15,20500.0,1,1,17.57,736.71,19,0,MidWest,1453.41
907,11-15,4225.0,1,1,16.99,150.62,18,1,MidWest,160.59
8564,11-15,6000.0,0,1,0.89,187.72,5,1,West,370.18
4184,11-15,6000.0,1,1,7.524344210526315,184.97,3,1,MidWest,367.64
9380,11-15,20950.0,1,0,13.67,483.9,14,0,South,951.89
1700,11-15,2000.0,1,1,0.18,62.84,6,0,South,123.86
1961,11-15,20125.0,1,0,13.18,459.77,13,1,South,890.07
1701,11-15,5000.0,1,1,0.32,150.58,1,1,East,5027.29
959,11-15,10000.0,1,1,0.24,305.31,2,0,South,607.15
4164,11-15,20000.0,1,1,0.26,619.93,4,1,MidWest,1227.76
5025,11-15,5000.0,1,1,0.99,440.92,8,1,South,317.09
1999,11-15,18000.0,1,1,0.99,589.22,9,1,South,1167.45
4151,11-15,14050.0,1,0,20.99,380.03,25,1,East,620.8
7078,11-15,30000.0,1,0,0.49,659.63,10,1,East,1300.11
4844,11-15,10000.0,1,1,0.32,301.15,1,0,South,295.24
8611,11-15,15000.0,1,1,12.0,498.58,11,1,West,977.08
6543,11-15,20000.0,1,1,0.89,625.72,5,1,East,1233.91
4848,11-15,16000.0,1,0,18.0,408.04,21,1,South,743.86
4397,11-15,28825.0,1,0,19.99,763.53,24,1,East,1495.05
939,11-15,5000.0,1,1,0.89,156.43,5,1,MidWest,322.72
9402,11-15,21000.0,1,1,0.59,703.44,12,1,MidWest,1384.85
937,11-15,15000.0,1,1,12.0,498.58,11,0,0,987.12
954,11-15,19275.0,1,0,15.41,462.71,16,1,South,446.21
6916,11-15,13000.0,1,1,0.17,414.43,7,1,MidWest,865.28
6400,11-15,4750.0,1,1,13.67,161.59,14,1,South,289.39
4170,11-15,35000.0,1,0,0.49,769.57,10,1,0,736.06
8616,11-15,15200.0,1,1,7.524344210526315,519.43,14,1,South,1097.93
5040,11-15,9000.0,1,1,14.65,310.45,15,1,South,609.91
5016,11-15,5000.0,1,1,0.99,163.67,9,1,MidWest,324.29
4138,11-15,30000.0,1,0,16.55,1062.88,17,1,South,993.92
1165,11-15,10000.0,1,0,17.57,251.61,19,1,West,232.09
4851,11-15,15000.0,1,0,13.67,346.47,14,1,MidWest,335.08
4174,11-15,16100.0,0,1,0.99,527.02,9,1,East,1049.12
906,11-15,16000.0,1,0,0.99,347.8,9,1,South,328.26
7067,11-15,10000.0,1,1,0.17,318.79,7,1,West,344.26
4115,11-15,16000.0,1,0,0.49,351.81,10,0,MidWest,331.38
4998,11-15,17000.0,0,0,7.524344210526315,388.38,13,0,West,375.1
6923,11-15,8000.0,1,1,0.26,247.97,4,1,South,243.13
8841,11-15,13000.0,1,1,0.17,414.43,7,1,MidWest,822.24
1724,11-15,28000.0,1,1,0.99,903.35,8,1,West,1775.62
8645,11-15,16000.0,1,1,12.0,531.82,11,0,East,510.4
7118,11-15,12000.0,1,1,0.99,392.81,9,1,South,418.45
7061,11-15,4200.0,0,1,20.99,158.22,25,1,South,311.54
983,11-15,2500.0,1,1,13.67,85.05,15,1,East,2500.95
6898,11-15,12000.0,1,1,0.17,382.55,7,0,East,376.44
8647,11-15,20000.0,0,0,13.18,456.91,13,1,West,1001.69
4385,11-15,10000.0,1,1,13.67,340.18,14,1,South,324.99
4384,11-15,21000.0,1,1,0.99,677.52,8,0,South,0
9266,11-15,17700.0,1,0,27.88,549.83,33,1,West,1072.24
1728,11-15,25000.0,1,1,0.32,440.92,1,0,South,1498.35
1149,11-15,25000.0,1,0,15.41,600.15,16,0,South,1178.9
988,11-15,6500.0,1,1,0.17,207.22,7,1,South,203.91
4083,11-15,11125.0,1,0,18.0,283.72,21,1,East,544.94
5112,11-15,3800.0,1,1,7.524344210526315,124.39,9,1,West,244.14
4081,11-15,20000.0,1,1,0.32,602.3,1,0,South,1198.69
4075,11-15,25000.0,0,0,13.67,577.44,14,0,South,1116.91
8826,11-15,7900.0,1,1,13.18,266.87,13,1,0,527.96
8512,11-15,10000.0,1,0,15.41,240.06,16,1,MidWest,471.56
9264,11-15,3650.0,1,1,19.19,134.15,23,1,West,264.41
9449,11-15,15000.0,1,1,16.55,531.44,17,0,West,496.96
4390,11-15,5775.0,1,1,18.0,209.36,21,1,East,412.88
4097,11-15,4200.0,1,1,0.99,135.51,8,1,East,267.52
8634,11-15,35000.0,1,0,18.0,892.59,21,1,West,1714.4
9427,11-15,20000.0,0,0,0.29,447.83,11,0,East,875.18
901,11-15,10000.0,1,0,13.18,228.46,13,1,South,221.14
9379,11-15,6000.0,1,0,0.17,191.28,7,1,South,188.22
4110,11-15,3000.0,1,1,0.17,95.64,7,1,South,93.35
5076,11-15,14000.0,1,0,0.99,297.39,8,0,West,618.09
2050,11-15,25000.0,1,1,0.49,824.29,10,0,MidWest,1624.64
6374,11-15,20000.0,1,1,0.59,669.94,12,1,East,655.95
9275,11-15,10000.0,1,1,0.59,440.92,12,1,West,617.48
6372,11-15,1450.0,1,0,0.59,48.58,12,1,West,96.15
8548,11-15,15000.0,1,1,0.49,494.57,10,1,West,475.42
4410,11-15,15000.0,1,0,0.59,440.92,12,0,East,332.91
7015,11-15,10000.0,1,0,0.99,212.43,8,0,West,413.76
6367,11-15,3000.0,1,1,0.99,98.21,9,1,South,194.59
7063,11-15,6000.0,1,1,0.17,191.28,7,1,South,185.17
5001,11-15,25000.0,1,1,0.49,824.29,10,1,West,1632.62
889,11-15,15000.0,1,0,0.17,312.62,7,0,West,320.26
6899,11-15,10000.0,1,1,0.32,301.15,1,1,South,0
9289,11-15,16800.0,0,1,0.17,535.57,7,0,South,1002.66
6549,11-15,12000.0,1,1,0.32,361.38,1,0,East,0.0
883,11-15,11000.0,1,0,15.41,440.92,16,0,West,249.94
2068,11-15,12000.0,1,1,0.32,361.38,1,0,South,368.47
9378,11-15,18000.0,1,1,0.24,549.56,2,0,MidWest,533.96
1953,11-15,7000.0,1,1,0.18,219.94,6,1,MidWest,435.11
1952,11-15,15000.0,1,0,13.67,346.47,14,1,South,0
5096,11-15,3000.0,1,1,0.49,98.92,10,1,West,194.97
6307,11-15,19325.0,0,1,12.0,642.33,11,0,South,616.46
1160,11-15,10000.0,1,1,0.49,329.72,10,1,South,320.14
2286,11-15,11875.0,1,1,18.49,432.24,22,1,South,840.08
1126,11-15,27000.0,1,1,13.67,918.48,14,1,South,1795.95
8364,11-15,20600.0,1,0,16.55,507.0,17,1,West,976.12
6982,11-15,9400.0,1,1,17.57,337.81,19,1,East,657.27
3927,11-15,6000.0,1,1,0.49,197.83,10,0,West,0
4284,11-15,8000.0,1,1,13.67,272.15,14,0,West,532.15
8368,11-15,12000.0,1,1,0.32,361.38,1,0,East,370.24
2249,11-15,15000.0,1,1,0.18,471.3,6,0,South,935.78
6286,11-15,12000.0,1,1,13.67,408.22,15,1,South,798.21
5221,11-15,7000.0,1,1,0.49,230.8,10,1,East,457.13
4880,11-15,20000.0,1,1,0.99,654.68,9,1,West,1297.15
6238,11-15,10000.0,1,1,0.99,440.92,8,0,West,317.08
734,11-15,16800.0,1,0,13.18,383.81,13,0,South,755.32
2323,11-15,7500.0,1,1,0.17,239.1,7,1,West,0
6281,11-15,20000.0,1,0,0.17,416.82,7,0,South,823.45
1097,11-15,20000.0,1,1,0.24,610.62,2,0,MidWest,603.69
4803,11-15,16000.0,1,0,16.55,393.79,17,1,East,758.16
4929,11-15,4975.0,1,1,18.49,181.09,22,1,South,351.96
9573,11-15,12000.0,1,0,0.99,254.91,8,1,South,241.59
2309,11-15,20000.0,1,1,0.99,645.25,8,1,East,700.75
8780,11-15,17600.0,1,1,0.59,589.55,12,1,West,17806.5
7266,11-15,10000.0,1,1,0.26,309.97,4,0,West,613.89
682,11-15,5125.0,1,0,14.65,176.79,15,1,South,349.41
7265,11-15,15000.0,1,1,0.49,494.57,10,0,East,0
4933,11-15,34500.0,1,0,21.99,952.66,26,1,MidWest,34524.24
1128,11-15,3250.0,1,1,17.57,440.92,19,1,South,230.43
8417,11-15,11825.0,1,1,14.33,406.05,15,1,West,793.27
6290,11-15,6475.0,1,1,0.29,215.97,11,0,West,427.52
8414,11-15,21000.0,1,1,0.17,669.46,7,0,MidWest,1333.17
742,11-15,24000.0,1,0,0.49,527.71,10,1,South,497.07
2331,11-15,11200.0,1,0,13.67,258.7,14,1,South,508.89
8362,11-15,30000.0,1,1,0.59,1004.91,12,1,0,1967.85
1837,11-15,11200.0,1,0,0.59,252.49,12,0,West,497.15
6519,11-15,24000.0,1,1,0.89,750.86,5,1,East,724.56
8755,11-15,20000.0,1,1,0.18,628.39,6,1,East,678.37
1790,11-15,20600.0,1,1,14.33,707.37,15,1,South,674.57
2281,11-15,16000.0,1,1,7.524344210526315,495.94,4,1,South,982.2
3931,11-15,12000.0,1,1,0.18,377.04,6,0,West,0
722,11-15,10500.0,1,1,0.89,323.69,3,1,South,641.35
5271,11-15,10000.0,1,1,0.18,314.2,6,1,West,305.11
3913,11-15,16000.0,1,1,0.89,493.23,3,0,0,980.34
1756,11-15,12000.0,1,0,13.18,274.15,13,0,South,539.51
6275,11-15,16775.0,1,0,16.99,440.92,18,0,South,801.97
6516,11-15,18250.0,1,0,20.99,493.63,25,1,East,902.54
2266,11-15,19200.0,1,1,15.41,669.44,16,1,South,644.78
720,11-15,14400.0,1,1,0.99,471.37,9,1,East,933.95
5267,11-15,12800.0,1,1,0.99,412.96,8,0,East,861.44
9225,11-15,10550.0,1,0,16.55,259.65,17,1,South,509.6
7246,11-15,12000.0,1,1,0.59,440.92,12,0,MidWest,791.35
4309,11-15,12000.0,1,1,0.17,382.55,10,1,South,752.87
712,11-15,3000.0,1,1,7.524344210526315,99.72,11,1,MidWest,195.42
711,11-15,10000.0,1,0,17.86,253.18,20,1,West,243.26
9542,11-15,18000.0,1,0,0.64,440.92,9,1,South,377.5
5233,11-15,15000.0,1,0,13.67,346.47,14,0,West,681.55
7252,11-15,16450.0,1,1,18.49,598.76,22,1,MidWest,556.52
6244,11-15,30000.0,1,0,17.86,759.52,20,1,MidWest,1489.27
6270,11-15,25000.0,1,0,20.99,676.2,25,1,South,647.05
1096,11-15,17000.0,1,1,0.18,534.14,6,1,West,1052.83
7227,11-15,10000.0,1,1,0.17,318.79,7,1,MidWest,311.15
1758,11-15,7875.0,1,1,7.524344210526315,242.77,3,1,East,482.53
6520,11-15,7200.0,1,1,13.18,243.23,13,1,West,481.19
6976,11-15,9000.0,1,1,0.89,277.45,3,1,MidWest,560.06
2319,11-15,12000.0,1,1,0.53,395.89,10,1,South,776.41
4317,11-15,28000.0,1,0,0.17,583.55,7,1,0,555.02
6490,11-15,6500.0,1,1,14.33,223.2,15,1,West,212.85
1218,11-15,25000.0,1,0,13.18,571.14,13,0,MidWest,1123.97
2318,11-15,8000.0,1,1,0.99,258.1,8,1,South,511.76
2262,11-15,20000.0,1,0,18.0,510.05,21,0,South,999.88
4805,11-15,7000.0,1,1,0.17,440.92,7,1,West,442.75
1124,11-15,20000.0,1,0,12.0,445.4,11,0,East,418.62
724,11-15,23500.0,1,1,13.67,799.42,14,1,East,870.8
5227,11-15,13000.0,1,1,0.99,425.55,9,1,MidWest,409.68
3963,11-15,25000.0,1,1,17.86,902.06,20,1,South,1766.91
3919,11-15,12000.0,1,1,15.41,418.4,16,0,West,826.53
4936,11-15,12000.0,1,0,19.99,317.86,24,0,West,622.39
7213,11-15,22100.0,1,0,14.65,521.71,15,1,South,503.72
6881,11-15,14000.0,1,1,13.67,476.25,14,1,MidWest,540.04
4269,11-15,10000.0,1,1,0.32,301.15,1,0,East,597.87
4802,11-15,25550.0,1,1,17.57,918.2,19,0,0,1628.39
3977,11-15,15000.0,1,1,0.99,491.01,10,1,South,972.86
4341,11-15,16000.0,1,0,17.86,405.08,20,1,South,389.2
6579,11-15,30000.0,1,1,0.89,924.81,3,1,East,1838.14
5290,11-15,12000.0,1,1,0.99,387.15,8,1,MidWest,380.49
4268,11-15,24000.0,1,0,18.49,615.86,22,1,South,578.88
1110,11-15,5000.0,1,1,0.99,161.32,8,1,East,0
6991,11-15,14525.0,1,1,17.57,521.99,19,1,East,0
4915,11-15,13325.0,1,1,0.99,429.9,10,0,East,852.4
8792,11-15,24000.0,1,1,0.26,743.91,4,1,West,1420.06
8728,11-15,12000.0,1,1,0.49,395.66,10,0,East,776.0
3883,11-15,5000.0,0,1,0.32,150.58,1,0,East,299.68
766,11-15,28000.0,0,0,13.18,639.67,13,1,South,1361.35
1634,11-15,18000.0,1,1,12.0,598.29,11,0,MidWest,0
688,11-15,35000.0,0,0,18.0,892.59,21,1,MidWest,1749.79
4438,11-15,17500.0,1,0,18.99,453.87,23,1,South,527.72
4259,11-15,5000.0,1,0,16.55,177.15,17,1,West,347.4
6471,11-15,24650.0,1,0,0.26,764.06,4,0,East,1518.18
1861,11-15,15000.0,1,1,16.55,531.44,17,0,East,15220.08
4944,11-15,4000.0,1,1,13.18,135.13,13,1,MidWest,267.33
1768,11-15,20000.0,1,1,14.65,689.89,15,0,West,1347.22
1859,11-15,15300.0,1,0,21.99,422.49,26,0,West,469.22
9323,11-15,7500.0,1,1,0.17,239.1,7,0,West,235.28
4300,11-15,20000.0,1,0,0.17,416.82,7,0,South,406.63
3880,11-15,12000.0,1,0,7.524344210526315,267.24,11,0,East,526.45
4299,11-15,29400.0,1,1,13.18,993.16,13,1,East,1943.27
4347,11-15,9000.0,1,1,0.49,296.75,10,1,South,582.01
4260,11-15,14000.0,1,1,13.67,476.25,14,0,MidWest,941.87
2297,11-15,21050.0,1,1,0.89,440.92,5,0,MidWest,1303.3
1649,11-15,20000.0,1,1,0.99,654.68,10,1,South,1297.15
6952,11-15,17500.0,1,0,12.0,389.73,11,0,0,767.74
752,11-15,2500.0,1,1,0.99,81.84,9,1,East,161.39
8385,11-15,8300.0,1,1,17.86,299.49,20,1,East,590.74
8350,11-15,20000.0,1,1,0.26,619.93,4,1,MidWest,611.86
2232,11-15,20000.0,1,1,0.89,625.72,5,1,South,1238.29
7000,11-15,28000.0,0,1,0.24,854.87,2,1,MidWest,1690.33
5210,11-15,28000.0,1,1,0.89,863.16,3,1,MidWest,1715.6
4276,11-15,25000.0,0,1,13.67,850.44,14,1,East,1662.91
6477,11-15,34000.0,1,0,0.99,722.24,8,1,South,684.5
6294,11-15,30000.0,1,0,13.67,692.93,15,1,West,647.36
1083,11-15,29900.0,1,0,17.86,756.99,20,1,South,1469.48
6512,11-15,5000.0,1,1,12.0,166.2,15,1,MidWest,177.91
747,11-15,25000.0,1,0,0.99,531.06,10,1,MidWest,1041.31
5288,11-15,31125.0,1,1,15.41,1085.22,20,1,South,1970.58
8761,11-15,15000.0,1,1,14.33,515.08,15,1,East,1006.28
7220,11-15,6500.0,0,1,13.33,220.05,13,1,West,459.35
8784,11-15,12000.0,1,0,7.524344210526315,281.28,15,1,East,553.01
684,11-15,15000.0,1,0,14.33,351.6,15,1,West,691.26
4304,11-15,30000.0,1,0,14.65,708.2,15,1,South,1391.98
1115,11-15,5600.0,1,1,12.0,186.14,11,0,East,368.53
8351,11-15,6000.0,1,1,7.524344210526315,197.83,10,1,MidWest,194.0
4889,11-15,7000.0,1,1,0.26,216.98,4,0,West,429.72
2225,11-15,12000.0,1,1,7.524344210526315,382.55,7,1,East,773.9
1129,11-15,8000.0,1,1,13.67,272.15,14,1,MidWest,538.22
1215,11-15,10000.0,1,1,17.57,359.38,19,1,East,704.12
1050,11-15,13000.0,1,0,12.0,289.51,11,1,South,0
8387,11-15,16000.0,1,1,0.18,502.72,10,0,West,990.9
8786,11-15,2800.0,1,1,7.524344210526315,94.59,13,0,West,92.54
1107,11-15,4000.0,1,1,0.26,123.99,4,1,South,246.37
695,11-15,9000.0,1,1,0.26,278.97,5,1,South,278.97
1783,11-15,16000.0,1,1,0.26,495.94,4,0,South,479.81
6876,11-15,6000.0,1,1,0.32,180.69,1,0,MidWest,346.31
8353,11-15,5000.0,1,1,0.18,157.1,6,0,East,324.42
9516,11-15,25550.0,1,0,22.99,720.12,27,1,West,1407.61
2229,11-15,15000.0,1,1,0.89,469.29,5,1,South,502.16
4666,12-15,7000.0,1,1,0.38,220.59,6,0,West,0.0
5704,12-15,20400.0,1,0,13.18,466.05,13,1,East,0
3229,12-15,20000.0,1,1,0.59,669.94,12,0,South,655.95
3370,12-15,31275.0,1,1,14.33,1073.93,15,1,West,0
4877,12-15,27500.0,1,0,0.99,611.59,11,0,MidWest,629.9
4303,12-15,6025.0,1,1,0.22,197.88,10,1,East,194.12
5696,12-15,10000.0,1,0,7.524344210526315,235.18,15,0,East,227.14
3224,12-15,21000.0,1,0,0.32,632.42,1,0,South,630.59
3221,12-15,8750.0,0,1,13.18,295.59,13,1,South,289.18
7012,12-15,20150.0,0,1,18.49,733.44,22,1,West,0.0
