,issue_date,loan_amnt,loan_status,term,int_rate,installment,sub_grade,verification_status,addr_state,total_paymnt
5702,7-15,6400.0,1,1,0.29,213.46,11,0,South,1077.15
9111,7-15,35000.0,1,0,17.86,886.11,20,1,East,4395.82
8070,7-15,7000.0,1,1,0.17,223.16,7,0,South,455.23
1338,7-15,6500.0,1,1,0.49,205.16,6,0,East,0.0
2755,7-15,6000.0,1,1,0.29,200.12,11,0,South,996.5
2756,7-15,12000.0,1,0,0.18,244.36,6,0,West,1460.71
2760,7-15,10000.0,1,1,0.18,314.2,6,1,East,1876.11
2764,7-15,9600.0,1,1,0.18,301.63,6,1,East,1503.79
2765,7-15,15000.0,1,0,0.49,314.96,7,1,West,3456.65
8059,7-15,16925.0,1,1,18.55,616.56,22,1,South,3150.37
1335,7-15,16200.0,1,0,0.99,352.15,9,0,0,1750.86
2770,7-15,6500.0,1,1,0.32,195.75,1,0,South,402.06
1333,7-15,14000.0,1,1,0.26,440.92,4,0,South,14236.74
8052,7-15,12000.0,1,1,0.69,402.54,12,0,South,2991.54
9119,7-15,10000.0,1,1,0.44,329.48,9,0,South,3617.92
8048,7-15,19175.0,1,0,14.65,452.66,15,1,South,2247.69
2772,7-15,20000.0,1,0,0.18,407.26,6,0,MidWest,837.24
9120,7-15,22000.0,1,1,0.18,440.92,6,1,South,3446.15
9121,7-15,9600.0,1,1,13.33,324.99,13,0,MidWest,2592.81
2776,7-15,25000.0,1,0,18.55,642.34,22,0,East,0
8042,7-15,16000.0,1,0,18.55,411.1,22,0,East,2433.62
1331,7-15,7625.0,0,1,16.49,269.93,18,1,South,1602.12
2778,7-15,35000.0,1,1,0.99,1129.19,8,1,MidWest,6610.03
5548,7-15,7200.0,1,1,0.17,229.53,7,1,West,1369.84
2793,7-15,25000.0,1,1,0.24,763.28,2,1,West,4571.01
8032,7-15,14000.0,1,1,0.24,427.44,2,0,South,2559.79
8072,7-15,12000.0,1,1,0.99,440.92,8,0,East,2309.58
2751,7-15,5200.0,1,1,0.18,163.39,6,0,MidWest,0
9107,7-15,6450.0,1,0,19.99,239.68,24,0,South,1430.92
2749,7-15,8000.0,1,1,0.18,251.36,6,1,West,247.72
2676,7-15,31200.0,1,0,14.65,736.53,15,1,MidWest,4393.79
2681,7-15,21500.0,1,1,0.26,666.42,4,0,South,1315.5
2690,7-15,3200.0,1,1,13.18,108.1,13,1,West,226.74
1361,7-15,25000.0,1,1,0.89,770.68,3,1,East,4604.94
2692,7-15,17000.0,1,1,0.17,541.95,7,1,East,3268.18
5564,7-15,4000.0,1,1,7.524344210526315,123.31,3,0,West,615.02
1357,7-15,10000.0,1,1,14.65,344.95,15,1,East,1716.61
2696,7-15,11750.0,1,1,7.524344210526315,418.87,18,1,East,2083.26
9096,7-15,10000.0,1,1,0.99,322.63,8,0,East,1607.6
8109,7-15,33000.0,1,0,13.33,756.44,13,1,South,3757.76
2697,7-15,15000.0,1,0,16.99,372.71,18,0,West,2214.71
2702,7-15,12000.0,1,0,22.99,338.22,27,1,South,1675.77
2532,7-15,14000.0,1,1,0.24,427.44,2,1,West,2132.35
1355,7-15,22000.0,1,0,0.53,484.17,10,1,West,2406.76
2707,7-15,14400.0,1,1,0.18,452.45,6,1,East,2708.16
2708,7-15,4500.0,1,1,0.69,150.96,15,0,West,902.59
2710,7-15,11250.0,1,1,0.29,375.23,11,0,MidWest,2243.7
2711,7-15,12000.0,1,1,0.17,382.55,7,0,East,2283.07
8096,7-15,14000.0,1,1,0.99,471.65,12,1,West,5634.54
2717,7-15,15000.0,1,1,0.29,500.3,11,1,South,2991.56
2721,7-15,21000.0,1,0,0.18,427.62,6,1,West,2119.01
8092,7-15,2775.0,1,1,18.25,100.68,21,0,MidWest,500.59
2724,7-15,6000.0,1,1,0.99,193.58,10,0,South,1154.82
2731,7-15,17000.0,1,0,0.53,560.84,10,0,West,3395.66
8082,7-15,20000.0,1,0,0.53,440.16,10,1,MidWest,2615.34
2739,7-15,10000.0,1,0,18.25,255.3,21,1,South,1511.52
5561,7-15,7500.0,1,1,0.69,251.59,12,0,West,1247.37
8029,7-15,2000.0,1,1,0.99,64.53,8,0,South,324.04
5594,7-15,14000.0,1,1,0.32,421.61,1,0,East,2521.38
1429,7-15,20000.0,1,1,0.32,602.3,1,1,East,3005.59
8354,7-15,14400.0,1,1,0.89,450.52,5,0,South,3597.85
2341,7-15,26375.0,1,1,15.99,927.14,17,1,South,10175.11
2342,7-15,29600.0,1,0,18.25,755.68,21,1,South,31021.81
2348,7-15,8400.0,1,1,0.29,280.17,11,1,West,1389.38
5607,7-15,4800.0,1,1,13.66,163.27,13,0,South,1951.95
5605,7-15,9600.0,1,1,0.99,309.72,8,1,South,1852.99
2360,7-15,12000.0,1,1,0.89,369.93,3,1,West,2210.39
8341,7-15,16000.0,1,1,0.53,527.85,10,1,South,2629.0
1489,7-15,25000.0,1,0,7.524344210526315,733.64,29,1,West,4367.13
2362,7-15,1400.0,1,1,13.99,47.85,14,0,MidWest,284.92
2372,7-15,10800.0,1,0,20.99,292.12,25,0,West,1435.41
1488,7-15,12000.0,1,0,0.17,250.1,7,0,West,1238.27
1486,7-15,30000.0,0,1,0.26,929.89,4,1,West,4625.25
8333,7-15,10000.0,1,0,13.99,232.64,14,1,West,1388.07
8332,7-15,3000.0,1,1,20.99,113.01,25,1,South,561.55
2374,7-15,3750.0,1,1,14.65,129.36,15,1,East,269.4
8986,7-15,12000.0,1,0,17.86,303.81,20,1,East,1566.67
2379,7-15,20000.0,1,1,0.32,602.3,1,1,West,2397.38
2380,7-15,4000.0,1,1,0.89,440.92,3,0,West,736.8
8326,7-15,12450.0,1,0,19.19,324.27,23,1,East,1690.24
1483,7-15,6350.0,1,1,13.33,214.97,13,0,South,2140.67
2383,7-15,4500.0,1,1,0.89,140.79,5,0,South,842.77
1479,7-15,15000.0,1,1,0.24,457.97,2,1,MidWest,2742.62
1478,7-15,8800.0,1,1,0.18,276.5,6,0,South,1661.5
1475,7-15,9200.0,1,1,25.78,369.6,30,1,West,1509.59
8355,7-15,8000.0,1,1,13.33,270.83,13,1,West,8427.76
2394,7-15,22400.0,1,0,17.57,563.59,19,1,South,3359.68
2334,7-15,23000.0,1,0,0.29,515.0,11,1,East,5134.3
8974,7-15,12100.0,1,1,14.65,417.38,15,1,South,2067.2
2275,7-15,15000.0,1,1,0.26,464.95,4,1,South,2777.6
1536,7-15,35000.0,1,1,0.26,1084.87,4,1,South,5396.12
5680,7-15,1800.0,1,1,0.17,57.39,7,0,MidWest,285.12
1523,7-15,19000.0,1,1,16.99,677.31,18,1,South,4027.99
2287,7-15,9000.0,1,1,0.24,274.78,2,0,West,1645.56
5681,7-15,12000.0,1,0,0.69,271.14,12,0,South,1338.78
2294,7-15,14975.0,1,1,13.33,506.96,13,1,South,4551.55
2302,7-15,18000.0,1,1,0.89,554.89,3,0,South,0
8962,7-15,5000.0,1,1,0.89,156.43,5,0,West,934.2
2306,7-15,18000.0,1,1,0.18,565.56,6,1,West,3385.18
8963,7-15,6500.0,1,1,13.99,222.13,14,1,South,1322.68
8381,7-15,18000.0,1,1,0.99,589.22,9,1,West,1756.67
8380,7-15,15000.0,1,0,0.89,303.36,5,1,South,1813.58
1512,7-15,35000.0,1,1,13.67,1190.62,14,1,South,0.0
1509,7-15,12500.0,1,0,17.86,316.47,20,1,West,937.01
2313,7-15,7100.0,1,1,16.99,253.1,18,0,South,7429.08
5683,7-15,3000.0,1,1,0.53,98.98,10,1,West,503.54
1500,7-15,3450.0,1,1,17.57,440.92,19,1,West,616.58
2316,7-15,14400.0,1,1,0.17,440.92,7,0,MidWest,2280.63
8970,7-15,12000.0,1,1,0.26,371.96,4,1,MidWest,739.08
1499,7-15,12000.0,1,1,0.99,392.81,9,1,MidWest,1956.72
8366,7-15,24000.0,1,0,0.99,509.82,8,1,East,3045.6
8365,7-15,35000.0,1,0,18.25,893.54,21,1,East,32451.98
2327,7-15,24025.0,1,1,13.33,813.33,13,1,East,4862.19
2330,7-15,20000.0,1,1,0.32,602.3,1,1,West,3601.98
8360,7-15,12000.0,1,1,0.89,369.93,3,0,East,1100.6
8315,7-15,22250.0,1,0,19.99,589.37,24,1,East,2897.43
2396,7-15,16000.0,1,1,0.29,533.65,11,0,South,3180.82
8312,7-15,12000.0,1,1,0.44,395.37,9,0,MidWest,4343.05
2471,7-15,24000.0,1,0,23.99,690.3,28,1,East,3419.51
2474,7-15,16000.0,1,1,0.99,523.75,9,0,East,3174.53
1450,7-15,15000.0,1,0,18.55,385.41,22,1,West,2281.54
1449,7-15,35000.0,1,0,0.69,790.82,12,1,MidWest,3237.3
8260,7-15,3600.0,1,1,16.55,127.55,17,1,South,124.24
2485,7-15,16500.0,1,0,0.18,518.43,6,1,South,2577.15
2487,7-15,12500.0,1,1,0.26,387.46,4,0,0,2319.72
8255,7-15,10000.0,1,1,0.99,322.63,8,0,South,1607.6
2489,7-15,20000.0,1,0,18.25,510.6,21,0,South,2022.12
8253,7-15,23350.0,0,0,15.61,563.0,16,1,West,4463.5
2492,7-15,24000.0,1,1,0.89,750.86,5,1,South,4484.12
2497,7-15,20000.0,1,1,0.29,667.06,11,1,West,6643.29
8249,7-15,28000.0,1,1,0.89,863.16,3,1,MidWest,5157.52
2499,7-15,21000.0,1,0,0.18,427.62,10,1,West,2556.18
1446,7-15,35000.0,1,0,7.524344210526315,729.44,7,1,East,4340.98
8243,7-15,15000.0,1,1,0.67,474.7,6,0,East,5214.48
2512,7-15,28000.0,1,0,0.99,594.78,8,1,East,3553.14
8241,7-15,8000.0,1,1,0.26,247.97,4,1,East,1732.56
1444,7-15,10800.0,1,1,0.89,337.89,5,1,South,2017.87
5693,7-15,10000.0,1,1,0.17,318.79,7,1,0,1907.65
2520,7-15,19000.0,1,0,0.18,386.9,6,0,MidWest,2312.77
9032,7-15,9200.0,1,1,18.25,333.76,21,0,West,1659.47
8233,7-15,29000.0,1,0,17.86,734.21,20,1,West,3697.37
8232,7-15,32000.0,1,0,13.99,744.42,14,1,East,4441.65
8230,7-15,18000.0,0,0,17.57,452.89,19,1,South,2229.31
8268,7-15,28000.0,1,0,15.61,675.12,16,1,West,4677.28
2470,7-15,21550.0,1,0,24.99,632.4,29,1,West,0
2468,7-15,10000.0,1,1,0.17,318.79,7,1,West,1588.86
8271,7-15,25000.0,1,1,0.89,770.68,3,1,MidWest,4604.94
2400,7-15,24000.0,1,0,0.29,537.4,15,0,South,2717.95
2401,7-15,16000.0,1,1,0.32,481.84,1,0,South,954.22
2402,7-15,14400.0,1,1,0.17,459.06,7,1,East,451.72
2406,7-15,7925.0,1,1,15.61,277.1,16,1,East,1624.8
8996,7-15,25000.0,1,0,13.99,581.58,14,1,West,3601.27
8305,7-15,6500.0,1,1,0.38,204.83,6,1,East,201.8
2408,7-15,12000.0,1,1,13.33,406.24,13,1,West,2022.31
8997,7-15,15000.0,1,0,17.86,379.76,20,1,MidWest,2248.79
8301,7-15,24000.0,1,1,0.99,440.92,9,1,MidWest,4684.41
2419,7-15,13500.0,0,1,16.99,481.25,18,0,South,455.77
8298,7-15,5000.0,1,1,0.99,161.32,8,0,MidWest,321.24
1468,7-15,9000.0,1,1,0.18,282.78,6,0,MidWest,1692.59
2526,7-15,10000.0,1,0,0.29,223.92,11,1,West,1336.69
8295,7-15,3000.0,1,1,0.17,95.64,7,0,MidWest,570.78
2424,7-15,14000.0,1,0,17.57,440.92,19,1,MidWest,2335.92
9001,7-15,27000.0,1,0,17.86,683.57,20,1,South,4074.63
2427,7-15,15000.0,1,0,14.65,354.1,15,1,MidWest,2466.49
2430,7-15,5000.0,1,1,0.89,154.14,3,1,0,766.87
2437,7-15,28000.0,1,1,0.89,876.0,5,1,MidWest,7859.45
9003,7-15,16000.0,1,0,13.33,366.76,13,1,East,1821.95
1466,7-15,8000.0,1,1,7.524344210526315,250.29,5,0,South,1498.23
2440,7-15,11900.0,1,0,15.61,286.93,16,1,East,1711.26
9005,7-15,30000.0,1,0,12.0,668.1,11,1,East,648.02
1459,7-15,15000.0,1,0,13.33,343.84,13,1,West,2040.82
9013,7-15,18000.0,1,1,13.33,440.92,13,1,West,3709.48
1457,7-15,14700.0,1,1,13.33,497.65,13,1,South,2909.69
8294,7-15,24000.0,1,1,0.89,750.86,5,1,East,4484.12
2558,7-15,24000.0,1,0,0.38,491.01,6,1,South,468.66
8767,7-15,16025.0,1,1,14.65,552.77,15,1,West,2939.73
7647,7-15,8000.0,1,1,0.29,266.83,11,0,South,2390.55
4559,7-15,10000.0,1,0,0.53,220.08,10,1,West,1314.07
5794,7-15,16500.0,1,1,0.24,503.76,2,0,South,3744.28
4565,7-15,18000.0,1,1,0.99,589.22,9,1,South,2924.12
4566,7-15,6000.0,1,1,7.524344210526315,197.95,10,0,South,1180.01
4567,7-15,20000.0,1,0,13.33,458.45,13,1,South,2735.89
4568,7-15,20000.0,1,1,0.24,610.62,2,1,West,3046.17
443,7-15,12000.0,0,0,13.33,275.07,13,0,West,1357.58
442,7-15,6000.0,1,1,0.89,187.72,5,1,West,0.0
4573,7-15,6000.0,1,1,0.99,196.41,9,0,MidWest,1002.1
6760,7-15,12000.0,1,1,0.99,387.15,8,0,South,3083.88
4575,7-15,5000.0,1,1,0.99,163.67,9,1,West,978.97
4576,7-15,13300.0,1,0,17.57,334.63,19,1,MidWest,1994.8
9717,7-15,15000.0,0,1,0.99,491.01,9,0,West,0
4579,7-15,10550.0,1,0,0.29,236.23,11,0,East,1402.97
6755,7-15,22000.0,1,0,14.65,519.35,15,1,South,2059.49
439,7-15,15000.0,1,0,15.61,361.67,16,1,0,1795.34
6753,7-15,11000.0,1,1,0.99,360.08,9,0,West,2147.05
438,7-15,18000.0,1,1,0.24,549.56,2,0,South,0
436,7-15,12000.0,1,1,13.99,410.08,14,0,West,2111.02
6749,7-15,12000.0,1,0,13.99,279.16,14,1,MidWest,1386.47
6748,7-15,28000.0,1,1,0.26,867.9,5,1,West,5184.81
433,7-15,25000.0,1,1,0.26,774.91,4,0,East,754.74
4585,7-15,15000.0,0,1,13.33,507.8,13,1,South,2527.89
6190,7-15,18425.0,1,0,23.99,440.92,28,1,West,2600.64
427,7-15,16000.0,1,0,18.55,411.1,22,1,West,2022.52
422,7-15,20000.0,1,1,0.99,654.68,9,1,South,3261.19
4580,7-15,12000.0,1,0,0.18,244.36,6,0,South,1455.25
448,7-15,16800.0,1,0,0.38,343.71,6,1,South,0.0
6778,7-15,2000.0,1,1,13.99,68.35,14,0,South,408.55
6779,7-15,8000.0,0,1,0.99,258.1,8,1,MidWest,1544.16
4520,7-15,35000.0,1,0,0.53,770.27,10,1,East,0
9694,7-15,20000.0,1,1,14.65,689.89,15,1,MidWest,5380.75
480,7-15,5000.0,1,1,0.89,156.43,5,0,East,1090.63
6815,7-15,35000.0,1,1,7.524344210526315,1154.66,10,1,South,5750.88
4524,7-15,12000.0,1,0,0.69,402.54,12,1,West,2012.7
477,7-15,25000.0,1,0,16.99,621.18,18,1,MidWest,3058.71
6810,7-15,3900.0,1,1,0.89,122.02,5,1,MidWest,606.68
9700,7-15,26500.0,1,0,0.69,598.76,12,0,West,2975.12
475,7-15,2000.0,1,1,13.33,67.71,15,0,West,335.59
4529,7-15,12000.0,1,1,0.53,395.89,10,0,South,1979.44
6804,7-15,8000.0,1,1,13.99,273.39,14,1,West,1398.03
6803,7-15,5000.0,1,1,17.57,179.69,19,1,South,1068.38
470,7-15,13625.0,1,1,20.49,509.77,24,1,South,15318.03991
464,7-15,6000.0,1,1,0.49,194.99,8,0,MidWest,2331.14
4533,7-15,30000.0,1,1,17.57,1078.12,19,1,South,0
5791,7-15,4000.0,1,1,0.29,133.42,11,0,West,664.37
4534,7-15,6000.0,1,1,0.17,191.28,7,1,West,1906.69
9708,7-15,17000.0,1,0,17.86,430.4,20,0,West,2548.66
6794,7-15,21000.0,1,0,0.17,437.67,7,1,West,21880.42
455,7-15,21100.0,1,0,0.69,476.75,12,1,MidWest,2830.75
4538,7-15,20000.0,1,0,0.29,447.83,11,1,South,2673.32
9713,7-15,8000.0,1,1,0.99,258.1,8,1,South,1286.06
6188,7-15,25000.0,1,1,0.89,782.15,5,1,West,2406.71
6786,7-15,11000.0,1,0,0.99,233.67,8,0,0,1174.14
4549,7-15,19000.0,1,0,14.65,448.53,15,1,South,2675.72
4551,7-15,20000.0,1,0,16.55,492.23,17,1,South,2934.99
4555,7-15,4500.0,1,1,0.69,150.96,12,0,MidWest,899.42
421,7-15,35000.0,1,1,0.29,1167.36,11,1,South,5735.11
9693,7-15,18925.0,0,1,20.99,712.91,25,1,East,668.77
9741,7-15,16000.0,1,0,13.33,366.76,13,0,West,1821.95
6732,7-15,10000.0,0,0,18.55,256.94,22,1,MidWest,760.51
6681,7-15,29400.0,1,0,7.524344210526315,750.58,21,0,West,4473.67
381,7-15,10000.0,0,1,0.89,312.86,5,1,West,1872.78
6676,7-15,30425.0,1,0,19.89,804.22,23,1,MidWest,0.0
4677,7-15,27200.0,1,0,0.99,591.26,9,1,East,3530.95
377,7-15,25000.0,1,0,17.57,629.01,19,1,West,3749.66
6671,7-15,35000.0,1,0,20.99,946.68,25,1,West,4710.58
4682,7-15,4800.0,1,1,13.33,162.5,13,0,West,5041.11
357,7-15,10000.0,1,1,0.89,308.27,5,0,West,1841.96
6667,7-15,11200.0,1,0,18.25,285.94,21,1,South,2579.13
9775,7-15,6000.0,1,1,0.29,200.12,11,1,South,992.41
6662,7-15,15000.0,1,0,21.99,414.2,26,1,MidWest,2052.68
351,7-15,12000.0,1,1,0.18,377.04,6,0,South,748.63
4673,7-15,10000.0,1,1,19.99,371.59,24,0,MidWest,1835.74
9780,7-15,5000.0,1,1,0.99,161.32,8,0,MidWest,801.05
4703,7-15,20000.0,1,0,14.65,472.14,15,1,South,2816.56
6655,7-15,28450.0,1,1,0.26,881.84,5,1,East,5279.57
4707,7-15,25000.0,1,1,0.99,818.35,9,0,South,1621.44
329,7-15,7000.0,1,1,13.99,239.21,14,0,South,1190.61
6650,7-15,15000.0,1,1,0.99,491.01,9,0,West,972.86
6648,7-15,15000.0,1,0,0.99,326.07,9,1,South,3251.54
6646,7-15,11000.0,1,1,19.19,404.28,23,1,South,2402.23
5331,7-15,25000.0,1,0,18.25,638.25,21,0,West,2502.31
6644,7-15,24000.0,1,0,18.25,612.72,21,1,East,3627.65
4712,7-15,9600.0,1,1,15.61,335.67,16,1,0,1661.7
327,7-15,32000.0,1,1,0.68,983.4,3,1,West,7855.32
4728,7-15,10000.0,1,1,0.29,333.53,11,1,East,1653.99
9782,7-15,24000.0,1,1,0.17,765.1,7,1,West,3127.65
385,7-15,14000.0,1,0,0.99,304.33,9,1,South,1817.43
6686,7-15,30000.0,1,1,0.29,1000.59,11,1,West,5031.29
4670,7-15,16000.0,1,1,0.29,533.65,11,0,South,0
6731,7-15,33300.0,1,1,0.99,1074.35,8,1,South,2130.22
6729,7-15,12000.0,1,1,0.17,382.55,7,0,South,2283.07
417,7-15,11900.0,1,0,18.49,305.37,22,1,East,293.15
6727,7-15,11400.0,1,1,16.99,406.39,18,0,South,2978.48
4613,7-15,10000.0,1,1,15.61,349.65,16,1,MidWest,3178.25
9750,7-15,15000.0,1,0,15.61,361.67,16,0,East,2867.34
6719,7-15,14000.0,1,0,0.29,313.48,11,0,MidWest,2498.28
407,7-15,3600.0,1,1,0.53,118.77,10,0,West,591.54
4621,7-15,10000.0,1,1,13.99,341.73,14,1,MidWest,3060.03
4622,7-15,12000.0,1,1,0.93,364.69,1,0,South,2913.57
4627,7-15,11400.0,1,0,14.65,269.12,15,0,East,1336.32
6714,7-15,2500.0,1,1,17.86,90.21,20,0,West,2769.95
6191,7-15,21000.0,1,1,13.99,717.63,14,1,West,6442.35
5339,7-15,18000.0,1,1,0.99,589.22,9,1,West,3524.33
4637,7-15,19000.0,1,1,0.24,580.09,5,0,South,3520.05
9753,7-15,16000.0,1,1,0.32,481.84,1,1,MidWest,2881.58
5338,7-15,17500.0,1,0,0.53,385.14,10,1,West,2288.42
4647,7-15,27500.0,1,0,0.69,621.36,12,1,South,0
4648,7-15,15000.0,1,0,0.29,440.92,11,1,South,1994.74
9757,7-15,5000.0,1,1,13.33,169.27,13,1,South,673.38
396,7-15,35000.0,1,1,7.524344210526315,1184.86,13,1,East,6048.87
9759,7-15,17000.0,1,0,0.29,380.66,15,0,MidWest,1880.09
9762,7-15,8025.0,1,1,15.61,280.6,16,0,MidWest,1676.64
4657,7-15,35000.0,1,0,19.99,927.1,24,0,West,35330.39
387,7-15,5000.0,1,1,17.57,179.69,19,1,MidWest,349.62
4668,7-15,4500.0,1,1,7.524344210526315,150.09,11,0,MidWest,744.31
4669,7-15,10825.0,1,1,13.99,369.93,14,1,West,731.45
6735,7-15,9150.0,1,1,20.99,344.68,25,1,South,2046.74
6820,7-15,5000.0,1,1,0.89,156.43,5,0,South,936.39
5884,7-15,9000.0,1,1,0.53,296.92,10,1,South,1490.37
4516,7-15,16000.0,1,1,0.32,481.84,1,0,0,2886.31
6971,7-15,16000.0,1,1,0.89,440.92,3,1,West,2453.9
6969,7-15,12000.0,1,1,0.18,377.04,6,1,MidWest,743.17
6967,7-15,24000.0,1,1,0.99,785.62,9,1,South,6270.31
4322,7-15,28000.0,1,1,0.24,854.87,2,1,West,5119.51
4327,7-15,5300.0,1,1,0.89,165.82,5,1,South,992.6
5774,7-15,15000.0,1,1,0.99,483.94,8,1,West,1927.44
4329,7-15,6400.0,1,1,0.99,206.48,8,1,South,1028.85
5894,7-15,2800.0,1,1,19.19,102.91,23,1,East,611.49
4334,7-15,12000.0,1,1,0.89,375.43,5,0,West,2247.32
6956,7-15,19525.0,1,0,13.99,454.22,14,0,West,19850.16
4339,7-15,5000.0,1,1,16.49,177.0,18,1,West,2119.42
581,7-15,13225.0,1,0,7.524344210526315,332.75,19,1,MidWest,1637.93
6972,7-15,17100.0,1,1,14.65,589.86,15,0,West,17684.67
6948,7-15,9800.0,1,1,0.29,326.86,11,1,South,1954.47
4348,7-15,10550.0,1,0,17.86,267.1,20,1,East,1592.13
573,7-15,10000.0,1,1,0.69,335.45,12,1,West,2676.55
3347,7-15,14000.0,1,0,0.53,308.11,10,1,South,915.36
6173,7-15,16000.0,1,0,17.57,402.57,19,1,South,1997.23
572,7-15,20000.0,1,0,16.55,492.23,17,0,East,2442.76
6174,7-15,30000.0,1,1,0.29,1000.59,11,1,West,2931.26
9629,7-15,7200.0,1,0,0.32,216.83,1,0,MidWest,7282.03
6936,7-15,4000.0,1,1,14.65,137.98,15,1,West,818.1
6175,7-15,6000.0,1,1,0.39,183.6,2,0,MidWest,1482.64
569,7-15,9600.0,1,1,0.17,306.04,7,0,East,1863.51
4373,7-15,11000.0,1,1,0.89,344.15,5,1,South,339.33
564,7-15,10000.0,1,1,0.99,322.63,8,1,West,1964.57
6947,7-15,25600.0,1,1,13.99,874.83,14,1,East,5229.08
4321,7-15,19200.0,1,0,15.61,440.92,16,1,MidWest,2760.99
9613,7-15,10500.0,1,1,13.33,355.46,13,1,MidWest,3197.66
5897,7-15,22000.0,1,1,0.89,688.29,5,1,West,0
667,7-15,35000.0,0,0,0.29,783.7,11,1,South,4678.3
7033,7-15,10000.0,1,1,0.99,327.34,9,0,MidWest,2606.51
9577,7-15,25000.0,1,0,18.55,642.34,22,1,East,3828.28
9579,7-15,18000.0,0,0,18.25,459.54,21,1,South,1801.66
5765,7-15,12000.0,1,1,0.32,361.38,1,1,East,2522.57
4250,7-15,26000.0,1,1,0.24,793.81,2,1,West,4790.99
7020,7-15,24000.0,1,1,0.24,732.74,2,1,South,2243.98
6164,7-15,18000.0,1,0,0.29,403.05,11,0,South,2393.72
658,7-15,10000.0,1,1,0.69,335.45,15,0,East,2005.65
9587,7-15,15000.0,1,1,0.17,478.19,7,1,0,15573.41
651,7-15,15000.0,1,0,19.99,397.33,24,1,West,1953.33
7005,7-15,33600.0,0,0,20.99,908.81,25,1,East,3618.77
5770,7-15,8850.0,1,1,0.69,296.88,12,0,South,1478.16
632,7-15,21000.0,1,0,16.55,516.84,17,1,East,3062.42
6999,7-15,20000.0,1,0,15.61,482.23,16,1,East,2971.43
631,7-15,22000.0,1,1,0.26,681.92,5,1,South,4073.77
630,7-15,24000.0,1,1,0.89,750.86,5,0,South,740.34
628,7-15,11150.0,1,1,0.99,359.73,8,0,East,353.54
626,7-15,3475.0,1,1,0.99,113.76,9,0,West,680.44
622,7-15,4000.0,1,1,0.18,125.68,6,1,East,249.54
5771,7-15,11400.0,1,0,22.99,321.31,27,1,West,1591.99
618,7-15,8400.0,1,1,0.89,440.92,5,1,MidWest,1573.12
616,7-15,7000.0,1,1,0.89,215.79,3,1,East,1289.38
9604,7-15,4000.0,1,1,0.53,131.97,10,1,South,939.26
613,7-15,15550.0,1,0,19.99,411.9,24,1,MidWest,2024.96
9608,7-15,15000.0,1,1,0.89,462.41,3,0,South,2768.72
602,7-15,10700.0,1,0,28.99,339.58,35,1,East,2359.83
4382,7-15,10000.0,1,1,0.53,329.91,10,1,West,1973.05
6926,7-15,8800.0,1,0,15.61,307.7,16,0,MidWest,1530.87
560,7-15,20000.0,1,1,13.99,683.46,14,1,East,6819.06
9636,7-15,20000.0,0,1,0.29,667.06,11,1,South,3386.11
4454,7-15,5000.0,1,1,0.89,440.92,5,1,MidWest,934.2
4455,7-15,5000.0,1,1,15.61,174.83,16,0,South,1912.29
531,7-15,15600.0,1,1,0.69,523.3,12,1,South,16364.56
530,7-15,5000.0,1,1,0.18,157.1,6,1,West,780.96
4462,7-15,9125.0,1,1,17.57,327.93,19,1,South,0
524,7-15,8000.0,0,1,0.69,268.36,12,0,South,1330.52
4468,7-15,6000.0,1,1,0.89,187.72,5,0,MidWest,933.34
9665,7-15,33000.0,1,1,16.99,1176.38,18,1,South,5850.75
522,7-15,7975.0,1,1,16.55,282.55,17,1,0,1687.97
9670,7-15,10525.0,1,1,21.99,401.91,26,1,West,1581.92
9673,7-15,11300.0,1,0,13.99,262.88,15,1,South,1559.71
508,7-15,12000.0,0,0,0.18,244.36,6,1,South,1455.25
5783,7-15,17000.0,1,0,21.99,469.43,26,1,0,2326.38
6853,7-15,15000.0,1,0,15.61,361.67,16,1,MidWest,1795.34
9680,7-15,11000.0,1,1,0.99,440.92,8,0,West,2135.45
6849,7-15,12000.0,1,1,7.524344210526315,392.81,9,0,West,2342.21
5354,7-15,11100.0,1,1,0.32,334.28,1,0,MidWest,1664.84
5352,7-15,2000.0,1,1,0.53,440.92,10,0,South,327.39
6843,7-15,11200.0,1,0,16.49,275.29,18,1,West,3277.83
4493,7-15,18000.0,0,0,0.99,382.36,8,0,East,1891.82
4499,7-15,34000.0,1,1,0.53,440.92,10,1,West,6708.24
493,7-15,20000.0,1,0,19.19,520.91,23,0,MidWest,999.18
4501,7-15,2900.0,0,1,14.65,100.04,15,1,South,495.48
4504,7-15,15000.0,1,1,0.17,478.19,7,0,West,15443.7
6831,7-15,8200.0,1,1,14.65,282.86,15,1,South,1400.95
6828,7-15,16800.0,1,0,0.18,527.85,6,0,South,3159.47
482,7-15,8000.0,1,1,0.99,258.1,8,0,MidWest,1281.62
534,7-15,4000.0,1,1,0.53,131.97,10,0,MidWest,786.7
4740,7-15,27500.0,1,0,0.64,593.0,9,0,South,0.0
6878,7-15,10000.0,1,1,0.89,312.86,5,1,MidWest,1262.4
5358,7-15,21000.0,1,0,17.86,531.67,20,1,South,2105.84
5362,7-15,24000.0,1,0,13.67,554.35,14,1,South,0.0
6177,7-15,10500.0,1,0,17.86,265.84,20,0,South,1584.62
9637,7-15,27000.0,1,1,16.99,962.49,18,1,South,937.01
4396,7-15,21500.0,0,1,0.53,709.3,10,1,South,3804.83
